  1.6300000e+002  4.5215820e+001  7.8854156e-001
  1.6400000e+002  3.8492270e+001  7.7171036e-001
  1.6500000e+002  2.1473350e+001  8.7282395e-001
  1.6600000e+002  5.2973650e+001  7.7987977e-001
  1.6700000e+002  5.9159530e+001  7.5063472e-001
  1.6800000e+002  5.9093200e+001  6.9506141e-001
  1.6900000e+002  7.1131530e+001  7.3908727e-001
  1.7000000e+002  7.9806040e+001  7.3396812e-001
  1.7100000e+002  1.0632833e+002  6.4275430e-001
  1.7200000e+002  1.0506775e+002  6.2950457e-001
  1.7300000e+002  9.1186970e+001  5.9769748e-001
  1.7400000e+002  1.0290283e+002  6.0433386e-001
  1.7500000e+002  9.2481990e+001  6.0560042e-001
  1.7600000e+002  9.8355550e+001  6.3140543e-001
  1.7700000e+002  7.3506260e+001  6.1874681e-001
  1.7800000e+002  8.5975420e+001  6.7444169e-001
  1.7900000e+002  8.2063540e+001  6.0074004e-001
  1.8000000e+002  6.2719820e+001  6.6910407e-001
  1.8100000e+002  8.8751390e+001  6.0348745e-001
  1.8200000e+002  8.0547230e+001  6.3339197e-001
  1.8300000e+002  4.8404980e+001  6.7017268e-001
  1.8400000e+002  7.2912290e+001  6.5195751e-001
  1.8500000e+002  3.4091420e+001  8.3473965e-001
  1.8600000e+002  5.4159800e+001  7.8711422e-001
  1.8700000e+002  3.4139480e+001  8.7356754e-001
  1.8800000e+002  5.6460870e+001  7.3397095e-001
  1.8900000e+002  8.1492900e+001  6.5056307e-001
  1.9000000e+002  7.7909950e+001  5.9686504e-001
  1.9100000e+002  6.0506030e+001  6.7379552e-001
  1.9200000e+002  1.1639755e+002  5.6310528e-001
  1.9300000e+002  8.9928250e+001  5.6525830e-001
  1.9400000e+002  3.8697320e+001  6.5663790e-001
  1.9500000e+002  6.6792300e+001  6.5505906e-001
  1.9600000e+002  4.8681750e+001  6.8421034e-001
  1.9700000e+002  8.3057290e+001  5.6871045e-001
  1.9800000e+002  9.0474670e+001  5.6702677e-001
  1.9900000e+002  1.0921400e+002  5.6350048e-001
  2.0000000e+002  4.5655649e+001  6.6176561e-001
  2.0100000e+002  8.1885490e+001  5.8926477e-001
  2.0200000e+002  6.1948190e+001  5.7949942e-001
  2.0300000e+002  7.3765960e+001  5.7264995e-001
  2.0400000e+002  9.7426560e+001  5.6638087e-001
  2.0500000e+002  8.8364050e+001  5.6951366e-001
  2.0600000e+002  8.5984460e+001  5.8204728e-001
  2.0700000e+002  8.0298740e+001  5.6999423e-001
  2.0800000e+002  3.2282731e+001  7.0677936e-001
  2.0900000e+002  8.1440130e+001  5.7145216e-001
  2.1000000e+002  8.2039020e+001  5.6943680e-001
  2.1100000e+002  8.9839910e+001  5.6684165e-001
  2.1200000e+002  4.9280063e+001  6.4713877e-001
  2.1300000e+002  1.0646078e+002  5.6593545e-001
  2.1400000e+002  8.5270670e+001  6.1186346e-001
  2.1500000e+002  7.0129350e+001  6.1509956e-001
  2.1600000e+002  6.4669380e+001  5.7977812e-001
  2.1700000e+002  4.8572400e+001  5.8531861e-001
  2.1800000e+002  4.1708500e+000  9.0026688e-001
  2.1900000e+002  2.2211530e+001  7.1249336e-001
  2.2000000e+002  3.9295270e+001  7.2910863e-001
  2.2100000e+002  3.9978061e+001  6.5361077e-001
  2.2200000e+002  8.4076270e+001  5.7007956e-001
  2.2300000e+002  6.8675530e+001  5.6788353e-001
  2.2400000e+002  6.7912840e+001  5.7104966e-001
  2.2500000e+002  4.9255730e+001  5.6762881e-001
  2.2600000e+002  4.0415940e+001  5.8364285e-001
  2.2700000e+002  6.2143740e+001  5.8986723e-001
  2.2800000e+002  7.7309680e+001  5.9598468e-001
  2.2900000e+002  6.8584400e+001  6.1516192e-001
  2.3000000e+002  4.1030290e+001  5.8475839e-001
  2.3100000e+002  4.1295428e+001  6.0816564e-001
  2.3200000e+002  5.1887170e+001  5.9202565e-001
  2.3300000e+002  4.2856090e+001  5.9320562e-001
  2.3400000e+002  4.8778120e+001  5.8566182e-001
  2.3500000e+002  5.4179803e+001  5.9360420e-001
  2.3600000e+002  5.5614502e+001  6.1521670e-001
  2.3700000e+002  3.6199430e+001  7.5330645e-001
  2.3800000e+002  2.2938480e+001  6.4565224e-001
  2.3900000e+002  1.7624610e+001  7.3259143e-001
  2.4000000e+002  3.2443090e+001  6.1339659e-001
  2.4100000e+002  1.5375438e+001  6.2527155e-001
  2.4200000e+002  2.9867930e+001  5.9582833e-001
  2.4300000e+002  2.4732060e+001  5.9375426e-001
  2.4400000e+002  2.9780075e+001  6.2835900e-001
  2.4500000e+002  4.4487780e+001  5.8884996e-001
  2.4600000e+002  9.9266900e+000  5.8126184e-001
  2.4700000e+002  3.1025464e+001  5.8860869e-001
  2.4800000e+002  5.5758946e+001  5.8089225e-001
