  1.2400000e+002  1.6340890e+001  9.2244014e-001
  1.2500000e+002 -2.2413200e+000  9.7029191e-001
  1.2600000e+002  2.8784400e+000  9.7019513e-001
  1.2700000e+002  1.8319320e+001  9.0591080e-001
  1.2800000e+002  1.4889690e+001  8.6537617e-001
  1.2900000e+002  1.8231900e+001  8.3022018e-001
  1.3000000e+002  1.1555140e+001  8.8249445e-001
  1.3100000e+002  4.0016490e+001  7.7133847e-001
  1.3200000e+002  4.1041920e+001  7.7496563e-001
  1.3300000e+002  2.6616060e+001  7.6676561e-001
  1.3400000e+002  3.1737610e+001  7.0805460e-001
  1.3500000e+002  4.5179220e+001  7.1770914e-001
  1.3600000e+002  1.3567060e+001  7.1769813e-001
  1.3700000e+002  1.4378950e+001  6.9270774e-001
  1.3800000e+002  2.4223420e+001  7.0321557e-001
  1.3900000e+002  1.7596020e+001  8.7751559e-001
  1.4000000e+002  2.6198600e+001  8.4795846e-001
  1.4100000e+002  1.5551570e+001  9.3114957e-001
  1.4200000e+002  2.2240040e+001  8.7967128e-001
  1.4300000e+002  3.1472480e+001  8.5040397e-001
  1.4400000e+002  3.6139260e+001  8.2419719e-001
  1.4500000e+002  2.5775590e+001  8.8025295e-001
  1.4600000e+002  1.8669060e+001  8.6042873e-001
  1.4700000e+002  2.3254150e+001  8.8869591e-001
  1.4800000e+002  2.1734610e+001  7.3938688e-001
  1.4900000e+002  9.5208900e+000  8.1571958e-001
  1.5000000e+002  2.3356460e+001  7.4654603e-001
  1.5100000e+002  5.7137400e+000  7.7121304e-001
  1.5200000e+002  1.6245000e+001  9.1820665e-001
  1.5300000e+002  1.4351020e+001  9.3930370e-001
  1.5400000e+002  1.1520720e+001  8.6083973e-001
  1.5500000e+002  3.9889270e+001  8.6681118e-001
  1.5600000e+002  1.6476810e+001  9.3801051e-001
  1.5700000e+002  1.6186510e+001  9.4591418e-001
  1.5800000e+002  3.6552310e+001  8.4648167e-001
  1.5900000e+002  1.6243030e+001  9.4676246e-001
  1.6000000e+002  2.2090910e+001  9.2050566e-001
  1.6100000e+002  4.8145910e+001  7.6481858e-001
  1.6200000e+002  2.1637720e+001  9.1460999e-001
