time,HS,d,f,lw_in,lw_out,rh,sw_in,sw_out,t,max_glob,max_diff,max_direct,max_up,Diff_ratio,Glob_sum_ratio,f_QC1,HS_QC1,lw_out_QC1,d_QC1,sw_in_QC1,lw_in_QC1,t_QC1,sw_out_QC1,rh_QC1,f_QC2,HS_QC2,lw_out_QC2,d_QC2,sw_in_QC2,lw_in_QC2,t_QC2,sw_out_QC2,rh_QC2
1996-05-03 12:00:00,0.00067837,306.05686000000014,2.2274,301.54823999999996,308.9047700000001,94.20666700000001,527.29021,452.51629,-1.3700333,1286.4471598697835,801.4165345841964,864.3109401341138,999.1577278958267,0.6229688708437251,17.20449001295885,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 13:00:00,0.00132162,289.3833,0.74853333,311.35337999999996,312.77035,85.495333,507.23517999999996,454.85731,0.2995,1189.289450419258,739.8833185988634,804.9132760824782,921.4315603354063,0.6221221573419605,22.70595292285191,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 14:00:00,0.00132162,317.4143200000001,1.9870667000000002,305.43336,304.63815,91.306667,454.77743,431.19349000000005,-0.88146667,1042.3841179475303,646.8432747001026,713.3778838813735,803.9072943580243,0.620542143306775,44.198896280584734,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 15:00:00,0.00389409,291.83881,1.4749333,309.7323,307.76478,93.876667,416.30679,389.77747,-1.1618667,859.5066876963019,531.0209022076579,595.9905100933095,657.6053501570415,0.6178205589428628,32.3983685860136,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 16:00:00,0.00045963,261.67899,1.0475667,305.6796,305.28427,91.703333,365.98166000000003,344.80475,-0.7989,657.8160770070058,403.2835154377703,460.8280065210212,496.25286160560455,0.6130642432344737,31.06289241475772,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 17:00:00,-0.00088072,269.28037,2.5580333,300.82662,299.0458700000001,94.413333,258.11382000000003,255.87698999999998,-1.3548666999999999,456.4034742466758,275.722200356228,317.2594863249588,335.1227793973406,0.6041194160743972,204.040304469571,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 18:00:00,-0.00727594,304.65332,3.8461,300.09816,297.23377,98.12,190.21015,185.42737,-2.0609667000000003,275.1754159644231,160.9444301108013,175.53240659101638,190.14033277153845,0.5848793924658208,57.53461709809421,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 19:00:00,-0.01263562,303.02141,3.1725,293.60357999999997,294.41535,98.606667,119.2569,111.84828,-2.4706333,136.68368518238265,73.233000615509,47.700596215952785,79.3469481459061,0.5357845050621163,18.449277352918987,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 20:00:00,-0.01387197,297.9216,2.1978332999999997,294.4893600000001,294.05887,98.81666700000001,57.320073,51.234445,-2.5051333,100.0,50.0,0.0,50.0,0.5,16.43215786439789,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 21:00:00,-0.01552229,283.55373,2.6218,287.00298,289.43948,99.26,23.883682,21.718059,-2.9909,100.0,50.0,0.0,50.0,0.5,46.17608882063037,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 22:00:00,-0.01598771,280.50293,1.8367667,286.26768,287.6905,98.866667,2.9632396,2.7089221,-3.1919333,100.0,50.0,0.0,50.0,0.5,393.2092758068163,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-03 23:00:00,-0.01628151,280.07709,1.2492,270.24498,275.87467000000004,97.86,0.23754127,0.227156,-4.8635667,100.0,50.0,0.0,50.0,0.5,9629.022644572553,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 00:00:00,-0.01628151,231.42447,1.2842666999999999,281.7567,280.01875,97.876667,0.55771313,0.4096102,-5.3836667,100.0,50.0,0.0,50.0,0.5,675.206088090222,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 01:00:00,-0.01632292,227.9649,1.3142,285.99408,282.80003999999997,98.143333,0.53385133,0.38922173,-4.8191,100.0,50.0,0.0,50.0,0.5,691.4213964499661,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 02:00:00,-0.01628151,266.44672,1.3732,286.94826,282.91143999999997,98.09,0.46174493,0.389187,-4.7646667,100.0,50.0,0.0,50.0,0.5,1378.209108225662,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 03:00:00,-0.01632292,350.13914,1.7233,288.11106,283.3644700000001,98.17666700000001,0.7884814,0.36153927,-4.6750667,166.4257614243727,92.06964890210271,78.23010621706077,103.14060913949815,0.5532175314333236,389.80871113462786,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 04:00:00,-0.016219499999999998,352.53542999999996,2.3545,287.76906,282.6775,98.05,2.3790944,1.9384326,-4.8079667,318.79262790111545,188.56866433737312,211.24545444428844,225.0341023208924,0.5915088613525411,723.4405793765545,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 05:00:00,-0.01810474,353.64726,2.5885667000000003,286.79778,281.32956,97.806667,15.408261999999999,14.950512,-5.1336333,507.5459023985049,308.11240485238636,354.7376172689529,376.036721918804,0.6070631314258327,1108.7840576701344,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 06:00:00,-0.0206253,348.38937000000016,2.3593333,287.2287,280.92109,97.51,49.050413,49.436995,-5.3526667,711.5531690334437,437.3170070545143,497.49492287745005,539.242535226755,0.6145949819161861,-1840.6267468051694,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 07:00:00,-0.02162219,349.3574,2.3144667,290.0502,282.77776,97.273333,120.6636,123.75833999999999,-5.2912667,911.0955108165336,563.693823517138,629.4870501823889,698.8764086532269,0.6186989364177082,-294.40131022849516,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 08:00:00,-0.024532,351.42007,2.3520333,292.65282,284.05143,97.056667,205.49629,213.79756,-5.133333299999999,1087.4420841753065,675.3799866443608,741.6286452596669,839.953667340245,0.6210721439538134,-130.9970744446698,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 09:00:00,-0.024532,352.2541,2.8121332999999997,295.06734,286.95897,96.73,325.08316,339.9559700000001,-4.9698,1224.1429611002347,761.9572086968152,826.2499064948814,949.314368880188,0.6224413593098503,-82.30744298489854,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 10:00:00,-0.02538067,3.9784796,2.7556,293.5078200000001,288.2809200000001,96.466667,388.7702,401.84382999999997,-4.8982333,1308.4616062242187,815.3590172753385,877.5816150204297,1016.769284979375,0.6231432495968996,-100.08403222549627,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 11:00:00,-0.02538067,8.2911634,2.2441,291.8286,291.7566,95.83,513.7824099999998,517.56487,-4.5315,1332.5514702032694,830.6159311287373,892.1359128000372,1036.0411761626158,0.6233274659192217,-352.29757094673425,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 12:00:00,-0.02683757,346.06313,2.5409,288.91134,290.07075,95.356667,478.88235999999995,497.99264000000005,-4.292633299999999,1294.194988837154,806.3234929301974,868.9394322136845,1005.3559910697232,0.6230309187448535,-67.72245036897161,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 13:00:00,-0.03114175,336.12595,2.1416333,285.39558,290.04847,94.02,481.55335,506.93647000000004,-4.1422667,1197.0120289127174,744.7742849780543,809.5983733104587,927.609623130174,0.6221944867626398,-47.1577973437749,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 14:00:00,-0.03357163,5.5225063,2.0968,284.39694,288.31063,93.06,474.66573,502.5566,-4.4344667,1050.112960884941,651.7382085604627,718.1902488318622,810.0903687079527,0.6206362866060011,-37.650778225453024,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 15:00:00,-0.03525058,12.546991,2.8343667000000003,284.02758,285.77813,93.85,422.22535,457.27823,-4.641333299999999,867.2369147774965,535.9167126924144,600.9911046887412,663.7895318219972,0.6179588340400759,-24.740817723893052,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 16:00:00,-0.03525058,14.06448,3.3554667,282.44412,283.50928999999996,94.593333,349.01095,370.6394,-5.3043333,665.4850809069072,408.14055124104124,466.0627875437796,502.3880647255258,0.6132978228224696,-30.768967767311388,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,Good,Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-04 17:00:00,-0.02612707,23.635,2.6364332999999998,278.90442,279.55459,94.383333,354.79058,325.19083,-6.0981667,463.85702591482766,280.4427830793909,322.7521222217534,341.0856207318621,0.6045888440005761,15.670977826327189,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 18:00:00,-0.01927411,46.970921000000004,1.9939333,273.2067,273.40902,95.35333299999999,225.58952999999997,210.39369,-7.3763333,282.07559605303953,165.314544166925,181.260532883284,195.6604768424316,0.5860646808164165,18.562685317365766,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 19:00:00,-0.0165859,51.686875,1.3166333000000001,271.52406,271.3147,95.703333,137.91217,128.19378999999998,-7.8083333,141.99030706236738,76.59386113949934,53.380709793609704,83.5922456498939,0.5394302098794426,14.61049136403053,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 20:00:00,-0.01619621,62.80386800000001,0.77253333,270.51516000000004,269.51373,95.6,64.750575,59.684022999999996,-8.1423333,100.0,50.0,0.0,50.0,0.5,19.737288791272665,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 21:00:00,-0.0151796,37.220754,0.59923333,270.15948,267.95785,95.423333,20.420526000000002,18.746657,-8.484666699999998,100.0,50.0,0.0,50.0,0.5,59.74183164871325,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 22:00:00,-0.01467828,346.49917,0.1142,268.53156,266.21258,95.2,2.7452185,2.3973988999999998,-8.988,100.0,50.0,0.0,50.0,0.5,287.505361975001,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-04 23:00:00,-0.01465871,335.71371,0.0,267.42348,265.39565,95.23,0.564764,0.4411827999999999,-9.162333300000002,100.0,50.0,0.0,50.0,0.5,809.1845685266037,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 00:00:00,-0.01445625,330.81334,0.0,263.11086,259.97789,94.553333,0.17571593,0.28272933,-9.686,100.0,50.0,0.0,50.0,0.5,-934.4624131183573,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 01:00:00,-0.01378049,322.8497700000001,0.0,252.66617999999997,249.25007000000002,92.553333,0.020666333000000002,0.2446616,-11.747,100.0,50.0,0.0,50.0,0.5,-446.43800442444166,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 02:00:00,-0.01307568,298.13738,0.0,255.30642000000003,251.88654,93.753333,0.1895398,0.5858124,-10.859333,100.0,50.0,0.0,50.0,0.5,-252.3515378050362,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 03:00:00,-0.01249862,296.58426000000014,0.0,261.9036,257.38227,93.806667,0.53760253,0.49967373,-10.736333,172.71032848309036,96.04987470595721,84.34403492662456,108.16826278647228,0.5561327776373329,4553.540541306083,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 04:00:00,-0.01218371,287.59595,0.0,266.63687999999996,262.70718999999997,94.546667,2.5536988999999997,2.4434205,-9.861,326.36977712897436,193.3675255150171,217.30663520027585,231.09582170317947,0.5924798773221038,2959.507728884121,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 05:00:00,-0.01101236,357.19406000000015,0.0,267.09174,261.69717,94.053333,16.648381,17.528454999999994,-9.987,515.6203496101721,313.22622141977564,360.55508141219747,382.4962796881377,0.6074745142556653,-585.8829480363878,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good,-s2(p),Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 06:00:00,-0.00841592,352.15412000000015,0.0,267.36192,260.68714,93.383333,51.208743,55.032534999999996,-10.405667,719.7908229712897,442.5341878818167,503.03156271777397,545.8326583770316,0.6148094331837128,-188.24005672151853,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-05 07:00:00,-0.00753266,323.35343,0.0,272.34144,264.71982,92.93,122.05293,131.62197,-10.109,919.3113092305448,568.8971625126783,634.743714714336,705.4490473844357,0.6188297226418764,-96.07142505732493,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-05 08:00:00,-0.00516819,353.37971,0.0,278.34696,265.58131000000003,92.813333,194.23227,210.88342999999998,-9.716,1095.5362981396388,680.5063221551045,746.6295951645142,846.4290385117109,0.6211627340058851,-65.79339206035128,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-05 09:00:00,-0.00359055,55.196716,0.0,281.85246,267.01466,90.73,268.91589,294.89295,-10.355,1232.07703949395,766.9821250128349,831.0381024935699,955.6616315951599,0.6225114992223676,-47.42942578929064,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-05 10:00:00,-0.00359055,46.513811,0.0,290.50847999999996,269.56942999999995,91.516667,331.22053999999997,372.97695,-9.340666699999998,1316.242314525191,820.2867991992878,882.2148732540119,1022.9938516201528,0.6232034862784291,-31.521922371324358,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-05 11:00:00,-0.00727813,11.858779,0.0,298.62756,277.90587,91.34666700000001,421.65919,471.58140999999995,-8.2945,1340.216052353561,835.4701664905887,896.6825977029187,1042.1728418828488,0.6233846886279377,-26.846082813495908,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good,-s2(p),Good,Good,Good,-c1(p),Good,Good,-c1(p),Good
1996-05-05 12:00:00,-0.02300049,202.91557,0.018966667,275.99057999999997,279.62514,92.193333,535.4594900000002,533.8791200000002,-7.6456667000000005,1301.7955612030955,811.1371887619605,873.4735949497041,1011.4364489624763,0.623091069700931,823.7283428583701,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 13:00:00,-0.03252173,205.87309,0.0242,275.93244,282.02767,88.136667,535.04616,519.48563,-7.0893333,1204.5990877153442,749.5794222197179,814.1945380710682,933.6792701722752,0.6222646437839983,77.41375696813323,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 14:00:00,-0.03670432,209.25266000000002,0.0024333333,276.04188,280.30097,86.273333,503.01507999999995,487.65947,-7.0731,1057.7183098834348,656.5549295928421,722.9181188821747,816.1746479067479,0.620727582625659,68.88155598399763,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 15:00:00,-0.03670432,215.81107000000003,3.0026,275.02956,277.47512,84.913333,416.59855,398.31145,-7.0501,874.8559048935431,540.742073099244,605.9104000773139,669.8847239148345,0.6180927282705421,47.84005691955218,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 16:00:00,-0.03252173,204.51645,9.725666699999998,276.80796000000004,274.86093,88.03,361.07037,333.21423,-7.482,673.0561831560667,412.9355826655089,471.2180887984963,508.4449465248534,0.6135231991023227,24.16186101721437,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 17:00:00,-0.03186487,196.45662,10.146,272.62188,273.60582999999997,88.98,318.9666200000001,288.8736600000001,-7.6173333,471.23004105421546,285.11235933433653,328.1659713881662,346.98403284337235,0.6050385894254436,15.65914556275672,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 18:00:00,-0.02103809,190.44987,10.877333,265.89816,270.98793,88.123333,204.98571,185.15993,-7.6986667,288.92746129029564,169.6540588171872,186.9118596511436,201.14196903223652,0.5871856488114496,14.573321266063454,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 19:00:00,-0.01899811,189.24998,11.254,267.65262,269.86279,89.273333,125.87706999999999,113.94965,-7.8506667000000006,147.37210282495343,80.00233178913717,59.019179908200606,87.89768225996275,0.5428594032085086,12.355740204080467,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 20:00:00,-0.02103809,187.94653,10.924667,264.5712,268.32547,89.416667,70.99979599999998,64.360867,-7.949,100.0,50.0,0.0,50.0,0.5,15.062670500015946,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 21:00:00,-0.03302362,189.2673,10.545333,273.3264,268.39602,89.98666700000004,22.043614,20.407813,-8.017999999999999,100.0,50.0,0.0,50.0,0.5,61.13213037527178,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 22:00:00,-0.03307223,184.36341000000002,10.933333,264.4002,266.56906000000004,89.523333,2.4318196,2.3630129,-8.1923333,100.0,50.0,0.0,50.0,0.5,1453.3468397699717,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-05 23:00:00,-0.04593946,180.39683,11.969,259.25652,266.43538,90.37,0.3617824,0.4893232,-8.283999999999999,100.0,50.0,0.0,50.0,0.5,-784.0628253860725,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 00:00:00,-0.04593946,179.14016999999996,12.376,265.08762,268.77849,89.533333,0.23774967,0.413674,-7.713999999999999,100.0,50.0,0.0,50.0,0.5,-568.4262091548111,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 01:00:00,-0.04593946,185.86668,12.172333,265.27572000000004,271.47809,87.98,0.2929062,0.465253,-6.7866,100.0,50.0,0.0,50.0,0.5,-580.2254524017853,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 02:00:00,-0.03341106,185.41976,10.472,269.48916,271.85685,88.946667,0.348028,0.4514986,-6.7198332999999995,100.0,50.0,0.0,50.0,0.5,-966.4581050076064,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 03:00:00,-0.02680317,171.36348,9.403,269.17794,272.42127,90.156667,0.43058913,0.551218,-6.5322667,178.98302022504956,100.02257947586472,90.35806330610805,113.18641618003963,0.5588383710929584,-1483.7494558727906,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 04:00:00,-0.02443952,179.87015,6.8848332999999995,260.60400000000004,273.13052000000005,87.966667,2.6004152,2.7036773999999997,-5.7731,333.83472649862614,198.0953267824632,223.24392015229537,237.06778119890092,0.5933934101468573,-3232.884119248146,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 05:00:00,-0.02211522,192.64668999999998,5.9617667,268.6923,274.51187999999996,89.18,31.960571,28.505994,-5.6938,523.5462774155355,318.24597569650587,366.2459724519407,388.8370219324285,0.6078659889771615,151.55148587382348,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 06:00:00,-0.02100587,214.02372999999997,4.4370667,267.10884,275.95265,90.026667,100.71972,88.588409,-5.7494,727.8614666479236,447.64559554368486,508.4426713273253,552.2891733183387,0.6150148291339856,59.99858272926346,Good,Good,Good,Good,-r3(p)-r4(p),Good,Good,Good,Good,Good,Good,Good,Good,-r3(p)-r4(p),Good,Good,Good,Good
1996-05-06 07:00:00,-0.0215795,262.06777,1.8616332999999998,259.82424,276.8847,91.173333,177.84856000000005,153.82699,-5.7332,927.3512248140653,573.9891090489077,639.8778277429633,711.8809798512518,0.6189554655130728,38.604938179064185,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 08:00:00,-0.02100587,318.90137999999996,1.1613666999999999,269.68752,284.36335,93.49,290.73884,253.47692,-5.2210333,1103.452490616873,685.5199107240195,751.5123916083328,852.7619924934984,0.6212500461535839,29.613409363148055,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 09:00:00,-0.02057329,326.83621,3.3092,276.24708,283.70981,94.29333299999999,353.98477,318.55329,-5.3607333,1239.8360432689908,771.8961607370272,835.7135714428724,961.8688346151926,0.6225792232187585,34.99249941772091,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 10:00:00,-0.01953654,342.48519,3.3145,274.32504,285.18771,93.556667,474.40871,418.50888,-6.4088332999999995,1323.854681761095,825.1079651153601,886.7414532643116,1029.083745408876,0.6232617344508968,23.68262446882387,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 11:00:00,-0.01931817,350.7947,2.3819333,266.55822,288.03213,90.973333,616.51667,529.90563,-7.0712667,1347.7216459477272,840.2237091002272,901.1288441391036,1048.177316758182,0.6234400936028419,15.56062190163895,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 12:00:00,-0.01546887,336.21473,2.6064667,268.75043999999997,283.65411,91.53,564.31247,501.07349000000005,-7.2644,1309.248066213923,815.8571086021511,877.9133124698157,1017.3984529711383,0.6231493707387651,20.70318126911479,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 13:00:00,-0.01404695,347.32015,2.7908667,276.10344,284.31137,91.136667,614.59244,556.12582,-7.2356667,1212.0497066287473,754.2981475315399,818.7015888190406,939.6397653029977,0.6223326843827063,20.73062726439029,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 14:00:00,-0.01372991,0.38563884,2.7586667,275.54598,282.97085,91.2,592.21723,537.11279,-7.1460667,1065.1989999676177,661.2926999794911,727.5611812240575,822.1591999740939,0.6208161104165463,19.3305475923105,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 15:00:00,-0.01314073,12.144717,3.475,274.10958,277.95414,92.53,512.5459099999998,471.81413,-7.467,882.3621186317987,545.4960084668057,610.7478944093323,675.8896949054389,0.6182223793930075,21.66274389756112,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 16:00:00,-0.01442949,6.1397102,3.3906667,273.39822000000004,275.29168,92.883333,421.50289000000004,392.85483999999997,-7.6416667,680.5273216770739,417.66730372881347,476.2931694546889,514.4218573416591,0.6137406837678829,23.75475195264861,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 17:00:00,-0.02129288,2.6280605,4.1660667,269.93717999999996,273.10452999999995,93.65,348.36144,318.21637999999996,-7.8236667,478.5196529668677,289.7291135456828,333.49999189300183,352.81572237349417,0.6054696223014762,15.873899503496348,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 18:00:00,-0.02953483,4.7217901,4.7412,269.46522000000004,271.41125,94.42666700000001,241.07017000000002,218.70191,-8.071,295.7262213147664,173.95994016601873,192.48474220231225,206.58097705181308,0.588246586293944,13.220796848515105,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 19:00:00,-0.02953483,345.07252,3.7791333,269.34552,270.89881,94.93333299999999,161.14876999999996,146.07798,-8.1723333,152.81086188009397,83.44687919072618,64.60877588521224,92.24868950407516,0.5460795009205851,10.139538927958943,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 20:00:00,-0.03165899,357.40844,4.7051,271.20257999999995,268.99757999999997,95.3,63.674882999999994,58.662516000000004,-8.27,100.0,50.0,0.0,50.0,0.5,19.950654052267105,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
1996-05-06 21:00:00,-0.03721106,7.4577588000000015,4.4203667,268.20666,265.64444,95.023333,23.548853,21.350579999999997,-8.89,100.0,50.0,0.0,50.0,0.5,45.49025530495984,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good
